,phrase,intent,preproc_text
687,Want to eat somewhere cold in the neighboring Antlers region on aug. 22,GetWeather,want to eat somewhere cold in the neighboring antlers region on aug 22
688,"Is it colder in Istanbul, Turkey or Amarillo, Greece?
",GetWeather,is it colder in istanbul turkey or amarillo greece
689,Will it be warm on Pink Hill?,GetWeather,will it be warm on pink hill
690,what is the forecast for Winnabow,GetWeather,what is the forecast for winnabow
691,When will there be wind this year in Racine,GetWeather,when will there be wind this year in racine
692,Will it be humid in Weippe DC?,GetWeather,will it be humid in weippe dc
693,I need a table in Uruguay in 213 days when it's chillier,GetWeather,i need a table in uruguay in 213 days when it chillier
694,What is the weather forecast for my current position,GetWeather,what is the weather forecast for my current position
695,Will there be cloud a year from now in MN?,GetWeather,will there be cloud a year from now in mn
696,Will there be snowfall at the current location at 3 o'clock?,GetWeather,will there be snowfall at the current location at 3 o clock
697,weather in Holly Recreation Area at eight P.m,GetWeather,weather in holly recreation area at eight p m
698,What will the weather be here at 10:19?,GetWeather,what will the weather be here at 10 19
699,What is the weather now and here?,GetWeather,what is the weather now and here
700,Will the weather be hot in Netherlands Antilles?,GetWeather,will the weather be hot in netherlands antilles
701,When will WI be temperate?,GetWeather,when will wi be temperate
702,What will the weather be here?,GetWeather,what will the weather be here
703,When will it be temperate in Lansford,GetWeather,when will it be temperate in lansford
704,What's the weather in Macedonia,GetWeather,what the weather in macedonia
705,Weather in 3 minutes at Jean Lafitte National Historical Park and Preserve,GetWeather,weather in 3 minutes at jean lafitte national historical park and preserve
706,"Will it be cold in East McKeesport Norfolk Island on february the twenty-second, 2038?",GetWeather,will it be cold in east mckeesport norfolk island on february the twentysecond 2038
707,Weather in Gibraltar at meal time,GetWeather,weather in gibraltar at meal time
708,Tell me if it will be foggy in Maxwell,GetWeather,tell me if it will be foggy in maxwell
709,What is the forecast for in one minute here,GetWeather,what is the forecast for in one minute here
710,Weather conditions in East Pasadena,GetWeather,weather conditions in east pasadena
711,"Will the weather be colder on jul. 21st, 2020 in HI in Gost Creek",GetWeather,will the weather be colder on jul 21st 2020 in hi in gost creek
712,"Weather in Grey Eagle on Feb. fifteenth, 2034",GetWeather,weather in grey eagle on feb fifteenth 2034
713,what is the weather in Cotton Valley,GetWeather,what is the weather in cotton valley
714,What is the weather forecast for Cistern,GetWeather,what is the weather forecast for cistern
715,How's the weather in Nebraska,GetWeather,how the weather in nebraska
716,what is the forecast in Mankins for seven p.m for snow in New Caledonia,GetWeather,what is the forecast in mankins for seven p m for snow in new caledonia
717,Will it be foggy in Dunedin ND?,GetWeather,will it be foggy in dunedin nd
718,What is the weather forecast for Cistern,GetWeather,what is the weather forecast for cistern
719,Will it be chillier in Elko WI at 07:51 p.m.?,GetWeather,will it be chillier in elko wi at 07 51 p m 
720,what is the forecast starting at six pm at Janes Island State Park,GetWeather,what is the forecast starting at six pm at janes island state park
721,"Tell me if it will be humid in West Lafayette, OK",GetWeather,tell me if it will be humid in west lafayette ok
722,What's the weather in Poland?,GetWeather,what the weather in poland
723,What is the humidity at my current position,GetWeather,what is the humidity at my current position
724,Will it be colder in the Apache-Sitgreaves National Forest at 6 Pm .,GetWeather,will it be colder in the apachesitgreaves national forest at 6 pm 
725,What kind of weather will be in VA 12 years from now?,GetWeather,what kind of weather will be in va 12 years from now
726,Need weather close-by where I am in state of MS,GetWeather,need weather closeby where i am in state of ms
727,"What will the weather be in East Tawakoni on november twenty-fourth, 2031?",GetWeather,what will the weather be in east tawakoni on november twentyfourth 2031
728,Will it be hot at four in Louisiana?,GetWeather,will it be hot at four in louisiana
729,Will it be hot in Lake Buena Vista Brunei?,GetWeather,will it be hot in lake buena vista brunei
730,Will it be warmer in MT?,GetWeather,will it be warmer in mt
731,Will it be cold in Maryland on april 21?,GetWeather,will it be cold in maryland on april 21
732,What is the weather forecast near United Kingdom,GetWeather,what is the weather forecast near united kingdom
733,Is it chilly in Haiti,GetWeather,is it chilly in haiti
734,give me the forecast for next Tues. for Ree Heights,GetWeather,give me the forecast for next tues for ree heights
735,weather on september 14 in Crofton Ukraine,GetWeather,weather on september 14 in crofton ukraine
736,Will the weather be foggy in ND when I go to Dunedin,GetWeather,will the weather be foggy in nd when i go to dunedin
737,Will it be warmer at fourteen o'clock in Atlas Mongolia,GetWeather,will it be warmer at fourteen o clock in atlas mongolia
738,"What will the weather be on April 9, 2037 in New Brunswick Botanical Garden?",GetWeather,what will the weather be on april 9 2037 in new brunswick botanical garden
739,What is the weather like in Peru in October,GetWeather,what is the weather like in peru in october
740,What's the weather far away in Estonia?,GetWeather,what the weather far away in estonia
741,"What will the weather be in the current location on Feb. the twenty-eighth, 2026?",GetWeather,what will the weather be in the current location on feb the twentyeighth 2026
742,Will the weather be good at breakfast in Bay Harbor Islands,GetWeather,will the weather be good at breakfast in bay harbor islands
743,What weather will HI have will there be hail twenty one minutes from now,GetWeather,what weather will hi have will there be hail twenty one minutes from now
744,What will the weather be nearby in Delaware?,GetWeather,what will the weather be nearby in delaware
745,What will the weather be here at twelve P.m.?,GetWeather,what will the weather be here at twelve p m 
746,"What is the forecast for Dec. 1st, 2036 in Keeneland",GetWeather,what is the forecast for dec 1st 2036 in keeneland
747,Will there be a blizzard this month in Uganda,GetWeather,will there be a blizzard this month in uganda
748,"Will it be hot in West Union, Malaysia",GetWeather,will it be hot in west union malaysia
749,What is the weather forecast for Sanborn,GetWeather,what is the weather forecast for sanborn
750,What's the snowfall in Malawi?,GetWeather,what the snowfall in malawi
751,what is the forecast for Sweden in Westmoreland,GetWeather,what is the forecast for sweden in westmoreland
752,"Will there be a snowstorm in Pomona, New Mexico?",GetWeather,will there be a snowstorm in pomona new mexico
753,what is the forecast starting three weeks from now for Point Isabel,GetWeather,what is the forecast starting three weeks from now for point isabel
754,When will there be a cloud in Australia?,GetWeather,when will there be a cloud in australia
755,Was there rainfall last mar. in Greenbrier Egypt?,GetWeather,was there rainfall last mar in greenbrier egypt
756,what is the forecast starting next week in Guam,GetWeather,what is the forecast starting next week in guam
757,"Will it get chillier in Las Lomas, British Virgin Islands on Nov. the 21st?",GetWeather,will it get chillier in las lomas british virgin islands on nov the 21st
758,Tell me the weather forecast in 1 hour for District Of Columbia in Kaysville,GetWeather,tell me the weather forecast in 1 hour for district of columbia in kaysville
759,Tell me the weather forecast for here in seven years ,GetWeather,tell me the weather forecast for here in seven years
760,how's the weather in Northfield Center ME,GetWeather,how the weather in northfield center me
761,Will the weather this week be warmer in Crystal River?,GetWeather,will the weather this week be warmer in crystal river
762,Weather at Norfolk Island,GetWeather,weather at norfolk island
763,What will the weather be neighboring La Tigra National Park?,GetWeather,what will the weather be neighboring la tigra national park
764,"Tell me the weather forecast for Ethridge, Maryland",GetWeather,tell me the weather forecast for ethridge maryland
765,what is the forecast starting in a week and a half in Faroe Islands for cloud weather,GetWeather,what is the forecast starting in a week and a half in faroe islands for cloud weather
766,what is the forecast for Tennessee,GetWeather,what is the forecast for tennessee
767,"Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?",GetWeather,will it be freezing in el casco czechia on apr fourteenth 2033
